,date,total_admissions,admissions_white,admissions_white_rate,admissions_black,admissions_black_rate,admissions_hispanic,admissions_hispanic_rate,admissions_amerind,admissions_amerind_rate,admissions_asian,admissions_asian_rate,admissions_other,admissions_other_rate,state,month,year
244,2020-12-01,237,121,51.05,37,15.61,46,19.41,23,9.7,9,3.8,1,0.42,Washington,December,2020
245,2021-01-01,414,245,59.18,51,12.32,78,18.84,28,6.76,11,2.66,1,0.24,Washington,January,2021
246,2021-02-01,344,204,59.3,57,16.57,55,15.99,14,4.07,11,3.2,3,0.87,Washington,February,2021
247,2021-03-01,404,234,57.92,55,13.61,78,19.31,22,5.45,14,3.47,1,0.25,Washington,March,2021
248,2021-04-01,402,212,52.74,65,16.17,76,18.91,32,7.96,14,3.48,3,0.75,Washington,April,2021
249,2021-05-01,423,257,60.76,52,12.29,70,16.55,19,4.49,23,5.44,2,0.47,Washington,May,2021
250,2021-06-01,345,196,56.81,64,18.55,55,15.94,15,4.35,9,2.61,6,1.74,Washington,June,2021
251,2021-07-01,397,232,58.44,50,12.59,80,20.15,23,5.79,10,2.52,2,0.5,Washington,July,2021
252,2021-08-01,407,237,58.23,53,13.02,81,19.9,25,6.14,11,2.7,0,0.0,Washington,August,2021
253,2021-09-01,368,211,57.34,61,16.58,65,17.66,24,6.52,6,1.63,1,0.27,Washington,September,2021
254,2021-10-01,290,163,56.21,46,15.86,43,14.83,21,7.24,14,4.83,3,1.03,Washington,October,2021
255,2021-11-01,479,264,55.11,85,17.75,85,17.75,27,5.64,16,3.34,2,0.42,Washington,November,2021
256,2021-12-01,352,197,55.97,57,16.19,69,19.6,18,5.11,9,2.56,2,0.57,Washington,December,2021
257,2022-01-01,243,149,61.32,33,13.58,36,14.81,18,7.41,6,2.47,1,0.41,Washington,January,2022
258,2022-02-01,369,209,56.64,58,15.72,70,18.97,14,3.79,9,2.44,9,2.44,Washington,February,2022
259,2022-03-01,523,301,57.55,77,14.72,104,19.89,27,5.16,10,1.91,4,0.76,Washington,March,2022
260,2022-04-01,462,270,58.44,69,14.94,65,14.07,33,7.14,23,4.98,2,0.43,Washington,April,2022
261,2022-05-01,447,271,60.63,58,12.98,73,16.33,26,5.82,16,3.58,3,0.67,Washington,May,2022
262,2022-06-01,421,248,58.91,56,13.3,67,15.91,30,7.13,19,4.51,1,0.24,Washington,June,2022
263,2022-07-01,399,222,55.64,64,16.04,60,15.04,30,7.52,18,4.51,5,1.25,Washington,July,2022
264,2022-08-01,406,231,56.9,55,13.55,76,18.72,27,6.65,12,2.96,5,1.23,Washington,August,2022
265,2000-01-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,January,2000
266,2000-02-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,February,2000
267,2000-03-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,March,2000
268,2000-04-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,April,2000
269,2000-05-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,May,2000
270,2000-06-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,June,2000
271,2000-07-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,July,2000
272,2000-08-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,August,2000
273,2000-09-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,September,2000
274,2000-10-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,October,2000
275,2000-11-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,November,2000
276,2000-12-01,696,331,47.56,334,47.99,0,0.0,26,3.74,4,0.57,0,0.0,Wisconsin,December,2000
277,2001-01-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,January,2001
278,2001-02-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,February,2001
279,2001-03-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,March,2001
280,2001-04-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,April,2001
281,2001-05-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,May,2001
282,2001-06-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,June,2001
283,2001-07-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,July,2001
284,2001-08-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,August,2001
285,2001-09-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,September,2001
286,2001-10-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,October,2001
287,2001-11-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,November,2001
288,2001-12-01,698,337,48.28,329,47.13,0,0.0,26,3.72,4,0.57,0,0.0,Wisconsin,December,2001
289,2002-01-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,January,2002
290,2002-02-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,February,2002
291,2002-03-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,March,2002
292,2002-04-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,April,2002
293,2002-05-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,May,2002
294,2002-06-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,June,2002
295,2002-07-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,July,2002
296,2002-08-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,August,2002
297,2002-09-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,September,2002
298,2002-10-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,October,2002
299,2002-11-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,November,2002
300,2002-12-01,737,358,48.58,347,47.08,0,0.0,26,3.53,4,0.54,0,0.0,Wisconsin,December,2002
301,2003-01-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,January,2003
302,2003-02-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,February,2003
303,2003-03-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,March,2003
304,2003-04-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,April,2003
305,2003-05-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,May,2003
306,2003-06-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,June,2003
307,2003-07-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,July,2003
308,2003-08-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,August,2003
309,2003-09-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,September,2003
310,2003-10-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,October,2003
311,2003-11-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,November,2003
312,2003-12-01,728,351,48.21,344,47.25,0,0.0,24,3.3,5,0.69,1,0.14,Wisconsin,December,2003
313,2004-01-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,January,2004
314,2004-02-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,February,2004
315,2004-03-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,March,2004
316,2004-04-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,April,2004
317,2004-05-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,May,2004
318,2004-06-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,June,2004
319,2004-07-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,July,2004
320,2004-08-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,August,2004
321,2004-09-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,September,2004
322,2004-10-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,October,2004
323,2004-11-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,November,2004
324,2004-12-01,796,395,49.62,364,45.73,0,0.0,29,3.64,5,0.63,1,0.13,Wisconsin,December,2004
325,2005-01-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,January,2005
326,2005-02-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,February,2005
327,2005-03-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,March,2005
328,2005-04-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,April,2005
329,2005-05-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,May,2005
330,2005-06-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,June,2005
331,2005-07-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,July,2005
332,2005-08-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,August,2005
333,2005-09-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,September,2005
334,2005-10-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,October,2005
335,2005-11-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,November,2005
336,2005-12-01,808,414,51.24,356,44.06,0,0.0,31,3.84,5,0.62,2,0.25,Wisconsin,December,2005
337,2006-01-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,January,2006
338,2006-02-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,February,2006
339,2006-03-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,March,2006
340,2006-04-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,April,2006
341,2006-05-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,May,2006
342,2006-06-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,June,2006
343,2006-07-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,July,2006
344,2006-08-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,August,2006
345,2006-09-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,September,2006
346,2006-10-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,October,2006
347,2006-11-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,November,2006
348,2006-12-01,877,444,50.63,388,44.24,0,0.0,38,4.33,5,0.57,1,0.11,Wisconsin,December,2006
349,2007-01-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,January,2007
350,2007-02-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,February,2007
351,2007-03-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,March,2007
352,2007-04-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,April,2007
353,2007-05-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,May,2007
354,2007-06-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,June,2007
355,2007-07-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,July,2007
356,2007-08-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,August,2007
357,2007-09-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,September,2007
358,2007-10-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,October,2007
359,2007-11-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,November,2007
360,2007-12-01,861,438,50.87,379,44.02,0,0.0,35,4.07,6,0.7,0,0.0,Wisconsin,December,2007
361,2008-01-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,January,2008
362,2008-02-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,February,2008
363,2008-03-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,March,2008
364,2008-04-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,April,2008
365,2008-05-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,May,2008
366,2008-06-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,June,2008
367,2008-07-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,July,2008
368,2008-08-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,August,2008
369,2008-09-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,September,2008
370,2008-10-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,October,2008
371,2008-11-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,November,2008
372,2008-12-01,837,442,52.81,350,41.82,0,0.0,36,4.3,5,0.6,2,0.24,Wisconsin,December,2008
373,2009-01-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,January,2009
374,2009-02-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,February,2009
375,2009-03-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,March,2009
376,2009-04-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,April,2009
377,2009-05-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,May,2009
378,2009-06-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,June,2009
379,2009-07-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,July,2009
380,2009-08-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,August,2009
381,2009-09-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,September,2009
382,2009-10-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,October,2009
383,2009-11-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,November,2009
384,2009-12-01,791,436,55.12,313,39.57,0,0.0,36,4.55,4,0.51,0,0.0,Wisconsin,December,2009
385,2010-01-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,January,2010
386,2010-02-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,February,2010
387,2010-03-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,March,2010
388,2010-04-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,April,2010
389,2010-05-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,May,2010
390,2010-06-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,June,2010
391,2010-07-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,July,2010
392,2010-08-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,August,2010
393,2010-09-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,September,2010
394,2010-10-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,October,2010
395,2010-11-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,November,2010
396,2010-12-01,753,413,54.85,298,39.58,0,0.0,35,4.65,5,0.66,0,0.0,Wisconsin,December,2010
397,2011-01-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,January,2011
398,2011-02-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,February,2011
399,2011-03-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,March,2011
400,2011-04-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,April,2011
401,2011-05-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,May,2011
402,2011-06-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,June,2011
403,2011-07-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,July,2011
404,2011-08-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,August,2011
405,2011-09-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,September,2011
406,2011-10-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,October,2011
407,2011-11-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,November,2011
408,2011-12-01,692,390,56.36,264,38.15,0,0.0,31,4.48,6,0.87,0,0.0,Wisconsin,December,2011
409,2012-01-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,January,2012
410,2012-02-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,February,2012
411,2012-03-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,March,2012
412,2012-04-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,April,2012
413,2012-05-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,May,2012
414,2012-06-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,June,2012
415,2012-07-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,July,2012
416,2012-08-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,August,2012
417,2012-09-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,September,2012
418,2012-10-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,October,2012
419,2012-11-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,November,2012
420,2012-12-01,689,387,56.17,260,37.74,0,0.0,34,4.93,6,0.87,0,0.0,Wisconsin,December,2012
421,2013-01-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,January,2013
422,2013-02-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,February,2013
423,2013-03-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,March,2013
424,2013-04-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,April,2013
425,2013-05-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,May,2013
426,2013-06-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,June,2013
427,2013-07-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,July,2013
428,2013-08-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,August,2013
429,2013-09-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,September,2013
430,2013-10-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,October,2013
431,2013-11-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,November,2013
432,2013-12-01,721,417,57.84,267,37.03,0,0.0,29,4.02,6,0.83,0,0.0,Wisconsin,December,2013
433,2014-01-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,January,2014
434,2014-02-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,February,2014
435,2014-03-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,March,2014
436,2014-04-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,April,2014
437,2014-05-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,May,2014
438,2014-06-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,June,2014
439,2014-07-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,July,2014
440,2014-08-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,August,2014
441,2014-09-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,September,2014
442,2014-10-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,October,2014
443,2014-11-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,November,2014
444,2014-12-01,734,421,57.36,270,36.78,0,0.0,35,4.77,7,0.95,0,0.0,Wisconsin,December,2014
445,2015-01-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,January,2015
446,2015-02-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,February,2015
447,2015-03-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,March,2015
448,2015-04-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,April,2015
449,2015-05-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,May,2015
450,2015-06-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,June,2015
451,2015-07-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,July,2015
452,2015-08-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,August,2015
453,2015-09-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,September,2015
454,2015-10-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,October,2015
455,2015-11-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,November,2015
456,2015-12-01,740,424,57.3,271,36.62,0,0.0,37,5.0,6,0.81,0,0.0,Wisconsin,December,2015
457,2016-01-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,January,2016
458,2016-02-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,February,2016
459,2016-03-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,March,2016
460,2016-04-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,April,2016
461,2016-05-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,May,2016
462,2016-06-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,June,2016
463,2016-07-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,July,2016
464,2016-08-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,August,2016
465,2016-09-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,September,2016
466,2016-10-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,October,2016
467,2016-11-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,November,2016
468,2016-12-01,775,435,56.13,287,37.03,0,0.0,43,5.55,9,1.16,0,0.0,Wisconsin,December,2016
469,2017-01-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,January,2017
470,2017-02-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,February,2017
471,2017-03-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,March,2017
472,2017-04-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,April,2017
473,2017-05-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,May,2017
474,2017-06-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,June,2017
475,2017-07-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,July,2017
476,2017-08-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,August,2017
477,2017-09-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,September,2017
478,2017-10-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,October,2017
479,2017-11-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,November,2017
